z,population
z035491,4135640.775
z035492,4793239.7831
z035493,3239393.9346
z035494,3921627.3893
z035495,4135640.775
z035496,4793239.7831
z035497,3710626.3809
z035498,4392859.8357
z035499,4606873.2214
z035500,5264472.2295
z035501,3710626.3809
z035502,4392859.8357
z035503,4606873.2214
z035504,5264472.2295
z035505,3381835.3829
z035506,4064068.8377
z035507,4136845.5392
z035508,4794444.5473
z035509,3381835.3829
z035510,4064068.8377
z035511,4136845.5392
z035512,4794444.5473
z035513,3853067.8293
z035514,4535301.284
z035515,4608077.9856
z035516,5265676.9937
z035517,3853067.8293
z035518,4535301.284
z035519,4608077.9856
z035520,5265676.9937
z035521,3239393.9346
z035522,3921627.3893
z035523,4135640.775
z035524,4793239.7831
z035525,3239393.9346
z035526,3921627.3893
z035527,4135640.775
z035528,4793239.7831
z035529,3710626.3809
z035530,4392859.8357
z035531,4606873.2214
z035532,5264472.2295
z035533,3710626.3809
z035534,4392859.8357
z035535,4606873.2214
z035536,5264472.2295
z035537,3381835.3829
z035538,4064068.8377
z035539,4136845.5392
z035540,4794444.5473
z035541,3381835.3829
z035542,4064068.8377
z035543,4136845.5392
z035544,4794444.5473
z035545,3853067.8293
z035546,4535301.284
z035547,4608077.9856
z035548,5265676.9937
z035549,3853067.8293
z035550,4535301.284
z035551,4608077.9856
z035552,5265676.9937
z035553,3239393.9346
z035554,3921627.3893
z035555,4135640.775
z035556,4793239.7831
z035557,3239393.9346
z035558,3921627.3893
z035559,4135640.775
z035560,4793239.7831
z035561,3710626.3809
z035562,4392859.8357
z035563,4606873.2214
z035564,5264472.2295
z035565,3710626.3809
z035566,4392859.8357
z035567,4606873.2214
z035568,5264472.2295
z035569,3381835.3829
z035570,4064068.8377
z035571,4136845.5392
z035572,4794444.5473
z035573,3381835.3829
z035574,4064068.8377
z035575,4136845.5392
z035576,4794444.5473
z035577,3853067.8293
z035578,4535301.284
z035579,4608077.9856
z035580,5265676.9937
z035581,3853067.8293
z035582,4535301.284
z035583,4608077.9856
z035584,5265676.9937
z035585,2657550.5747
z035586,3891102.9068
z035587,3688461.0494
z035588,4791468.5639
z035589,2657550.5747
z035590,3891102.9068
z035591,3688461.0494
z035592,4791468.5639
z035593,3128783.0211
z035594,4362335.3532
z035595,4159693.4958
z035596,5262701.0103
z035597,3128783.0211
z035598,4362335.3532
z035599,4159693.4958
z035600,5262701.0103
z035601,2820137.1032
z035602,4052076.8546
z035603,3689665.8136
z035604,4792673.3281
z035605,2820137.1032
z035606,4052076.8546
z035607,3689665.8136
z035608,4792673.3281
z035609,3291369.5495
z035610,4523309.301
z035611,4160898.26
z035612,5263905.7745
z035613,3291369.5495
z035614,4523309.301
z035615,4160898.26
z035616,5263905.7745
z035617,2657550.5747
z035618,3891102.9068
z035619,3688461.0494
z035620,4791468.5639
z035621,2657550.5747
z035622,3891102.9068
z035623,3688461.0494
z035624,4791468.5639
z035625,3128783.0211
z035626,4362335.3532
z035627,4159693.4958
z035628,5262701.0103
z035629,3128783.0211
z035630,4362335.3532
z035631,4159693.4958
z035632,5262701.0103
z035633,2820137.1032
z035634,4052076.8546
z035635,3689665.8136
z035636,4792673.3281
z035637,2820137.1032
z035638,4052076.8546
z035639,3689665.8136
z035640,4792673.3281
z035641,3291369.5495
z035642,4523309.301
z035643,4160898.26
z035644,5263905.7745
z035645,3291369.5495
z035646,4523309.301
z035647,4160898.26
z035648,5263905.7745
z035649,2657550.5747
z035650,3891102.9068
z035651,3688461.0494
z035652,4791468.5639
z035653,2657550.5747
z035654,3891102.9068
z035655,3688461.0494
z035656,4791468.5639
z035657,3128783.0211
z035658,4362335.3532
z035659,4159693.4958
z035660,5262701.0103
z035661,3128783.0211
z035662,4362335.3532
z035663,4159693.4958
z035664,5262701.0103
z035665,2820137.1032
z035666,4052076.8546
z035667,3689665.8136
z035668,4792673.3281
z035669,2820137.1032
z035670,4052076.8546
z035671,3689665.8136
z035672,4792673.3281
z035673,3291369.5495
z035674,4523309.301
z035675,4160898.26
z035676,5263905.7745
z035677,3291369.5495
z035678,4523309.301
z035679,4160898.26
z035680,5263905.7745
z035681,2657550.5747
z035682,3891102.9068
z035683,3688461.0494
z035684,4791468.5639
z035685,2657550.5747
z035686,3891102.9068
z035687,3688461.0494
z035688,4791468.5639
z035689,3128783.0211
z035690,4362335.3532
z035691,4159693.4958
z035692,5262701.0103
z035693,3128783.0211
z035694,4362335.3532
z035695,4159693.4958
z035696,5262701.0103
z035697,2820137.1032
z035698,4052076.8546
z035699,3689665.8136
z035700,4792673.3281
z035701,2820137.1032
z035702,4052076.8546
z035703,3689665.8136
z035704,4792673.3281
z035705,3291369.5495
z035706,4523309.301
z035707,4160898.26
z035708,5263905.7745
z035709,3291369.5495
z035710,4523309.301
z035711,4160898.26
z035712,5263905.7745
z035713,3239393.9346
z035714,3921627.3893
z035715,4135640.775
z035716,4793239.7831
z035717,3239393.9346
z035718,3921627.3893
z035719,4135640.775
z035720,4793239.7831
z035721,3710626.3809
z035722,4392859.8357
z035723,4606873.2214
z035724,5264472.2295
z035725,3710626.3809
z035726,4392859.8357
z035727,4606873.2214
z035728,5264472.2295
z035729,3381835.3829
z035730,4064068.8377
z035731,4136845.5392
z035732,4794444.5473
z035733,3381835.3829
z035734,4064068.8377
z035735,4136845.5392
z035736,4794444.5473
z035737,3853067.8293
z035738,4535301.284
z035739,4608077.9856
z035740,5265676.9937
z035741,3853067.8293
z035742,4535301.284
z035743,4608077.9856
z035744,5265676.9937
z035745,3239393.9346
z035746,3921627.3893
z035747,4135640.775
z035748,4793239.7831
z035749,3239393.9346
z035750,3921627.3893
z035751,4135640.775
z035752,4793239.7831
z035753,3710626.3809
z035754,4392859.8357
z035755,4606873.2214
z035756,5264472.2295
z035757,3710626.3809
z035758,4392859.8357
z035759,4606873.2214
z035760,5264472.2295
z035761,3381835.3829
z035762,4064068.8377
z035763,4136845.5392
z035764,4794444.5473
z035765,3381835.3829
z035766,4064068.8377
z035767,4136845.5392
z035768,4794444.5473
z035769,3853067.8293
z035770,4535301.284
z035771,4608077.9856
z035772,5265676.9937
z035773,3853067.8293
z035774,4535301.284
z035775,4608077.9856
z035776,5265676.9937
z035777,3239393.9346
z035778,3921627.3893
z035779,4135640.775
z035780,4793239.7831
z035781,3239393.9346
z035782,3921627.3893
z035783,4135640.775
z035784,4793239.7831
z035785,3710626.3809
z035786,4392859.8357
z035787,4606873.2214
z035788,5264472.2295
z035789,3710626.3809
z035790,4392859.8357
z035791,4606873.2214
z035792,5264472.2295
z035793,3381835.3829
z035794,4064068.8377
z035795,4136845.5392
z035796,4794444.5473
z035797,3381835.3829
z035798,4064068.8377
z035799,4136845.5392
z035800,4794444.5473
z035801,3853067.8293
z035802,4535301.284
z035803,4608077.9856
z035804,5265676.9937
z035805,3853067.8293
z035806,4535301.284
z035807,4608077.9856
z035808,5265676.9937
z035809,3239393.9346
z035810,3921627.3893
z035811,4135640.775
z035812,4793239.7831
z035813,3239393.9346
z035814,3921627.3893
z035815,4135640.775
z035816,4793239.7831
z035817,3710626.3809
z035818,4392859.8357
z035819,4606873.2214
z035820,5264472.2295
z035821,3710626.3809
z035822,4392859.8357
z035823,4606873.2214
z035824,5264472.2295
z035825,3381835.3829
z035826,4064068.8377
z035827,4136845.5392
z035828,4794444.5473
z035829,3381835.3829
z035830,4064068.8377
z035831,4136845.5392
z035832,4794444.5473
z035833,3853067.8293
z035834,4535301.284
z035835,4608077.9856
z035836,5265676.9937
z035837,3853067.8293
z035838,4535301.284
z035839,4608077.9856
z035840,5265676.9937
z035841,2875254.3147
z035842,3998387.2821
z035843,3917089.6361
z035844,4909677.7859
z035845,2875254.3147
z035846,3998387.2821
z035847,3917089.6361
z035848,4909677.7859
z035849,3346486.7611
z035850,4469619.7285
z035851,4388322.0825
z035852,5380910.2323
z035853,3346486.7611
z035854,4469619.7285
z035855,4388322.0825
z035856,5380910.2323
z035857,3037840.8432
z035858,4159361.23
z035859,3918294.4003
z035860,4910882.5501
z035861,3037840.8432
z035862,4159361.23
z035863,3918294.4003
z035864,4910882.5501
z035865,3509073.2895
z035866,4630593.6763
z035867,4389526.8467
z035868,5382114.9965
z035869,3509073.2895
z035870,4630593.6763
z035871,4389526.8467
z035872,5382114.9965
z035873,2875254.3147
z035874,3998387.2821
z035875,3917089.6361
z035876,4909677.7859
z035877,2875254.3147
z035878,3998387.2821
z035879,3917089.6361
z035880,4909677.7859
z035881,3346486.7611
z035882,4469619.7285
z035883,4388322.0825
z035884,5380910.2323
z035885,3346486.7611
z035886,4469619.7285
z035887,4388322.0825
z035888,5380910.2323
z035889,3037840.8432
z035890,4159361.23
z035891,3918294.4003
z035892,4910882.5501
z035893,3037840.8432
z035894,4159361.23
z035895,3918294.4003
z035896,4910882.5501
z035897,3509073.2895
z035898,4630593.6763
z035899,4389526.8467
z035900,5382114.9965
z035901,3509073.2895
z035902,4630593.6763
z035903,4389526.8467
z035904,5382114.9965
z035905,2875254.3147
z035906,3998387.2821
z035907,3917089.6361
z035908,4909677.7859
z035909,2875254.3147
z035910,3998387.2821
z035911,3917089.6361
z035912,4909677.7859
z035913,3346486.7611
z035914,4469619.7285
z035915,4388322.0825
z035916,5380910.2323
z035917,3346486.7611
z035918,4469619.7285
z035919,4388322.0825
z035920,5380910.2323
z035921,3037840.8432
z035922,4159361.23
z035923,3918294.4003
z035924,4910882.5501
z035925,3037840.8432
z035926,4159361.23
z035927,3918294.4003
z035928,4910882.5501
z035929,3509073.2895
z035930,4630593.6763
z035931,4389526.8467
z035932,5382114.9965
z035933,3509073.2895
z035934,4630593.6763
z035935,4389526.8467
z035936,5382114.9965
z035937,2875254.3147
z035938,3998387.2821
z035939,3917089.6361
z035940,4909677.7859
z035941,2875254.3147
z035942,3998387.2821
z035943,3917089.6361
z035944,4909677.7859
z035945,3346486.7611
z035946,4469619.7285
z035947,4388322.0825
z035948,5380910.2323
z035949,3346486.7611
z035950,4469619.7285
z035951,4388322.0825
z035952,5380910.2323
z035953,3037840.8432
z035954,4159361.23
z035955,3918294.4003
z035956,4910882.5501
z035957,3037840.8432
z035958,4159361.23
z035959,3918294.4003
z035960,4910882.5501
z035961,3509073.2895
z035962,4630593.6763
z035963,4389526.8467
z035964,5382114.9965
z035965,3509073.2895
z035966,4630593.6763
z035967,4389526.8467
z035968,5382114.9965
z035969,3457097.6746
z035970,4028911.7647
z035971,4364269.3617
z035972,4911449.0051
z035973,3457097.6746
z035974,4028911.7647
z035975,4364269.3617
z035976,4911449.0051
z035977,3928330.121
z035978,4500144.2111
z035979,4835501.8081
z035980,5382681.4515
z035981,3928330.121
z035982,4500144.2111
z035983,4835501.8081
z035984,5382681.4515
z035985,3599539.1229
z035986,4171353.213
z035987,4365474.1259
z035988,4912653.7693
z035989,3599539.1229
z035990,4171353.213
z035991,4365474.1259
z035992,4912653.7693
z035993,4070771.5693
z035994,4642585.6594
z035995,4836706.5723
z035996,5383886.2157
z035997,4070771.5693
z035998,4642585.6594
z035999,4836706.5723
z036000,5383886.2157
z036001,3457097.6746
z036002,4028911.7647
z036003,4364269.3617
z036004,4911449.0051
z036005,3457097.6746
z036006,4028911.7647
z036007,4364269.3617
z036008,4911449.0051
z036009,3928330.121
z036010,4500144.2111
z036011,4835501.8081
z036012,5382681.4515
z036013,3928330.121
z036014,4500144.2111
z036015,4835501.8081
z036016,5382681.4515
z036017,3599539.1229
z036018,4171353.213
z036019,4365474.1259
z036020,4912653.7693
z036021,3599539.1229
z036022,4171353.213
z036023,4365474.1259
z036024,4912653.7693
z036025,4070771.5693
z036026,4642585.6594
z036027,4836706.5723
z036028,5383886.2157
z036029,4070771.5693
z036030,4642585.6594
z036031,4836706.5723
z036032,5383886.2157
z036033,3457097.6746
z036034,4028911.7647
z036035,4364269.3617
z036036,4911449.0051
z036037,3457097.6746
z036038,4028911.7647
z036039,4364269.3617
z036040,4911449.0051
z036041,3928330.121
z036042,4500144.2111
z036043,4835501.8081
z036044,5382681.4515
z036045,3928330.121
z036046,4500144.2111
z036047,4835501.8081
z036048,5382681.4515
z036049,3599539.1229
z036050,4171353.213
z036051,4365474.1259
z036052,4912653.7693
z036053,3599539.1229
z036054,4171353.213
z036055,4365474.1259
z036056,4912653.7693
z036057,4070771.5693
z036058,4642585.6594
z036059,4836706.5723
z036060,5383886.2157
z036061,4070771.5693
z036062,4642585.6594
z036063,4836706.5723
z036064,5383886.2157
z036065,3457097.6746
z036066,4028911.7647
z036067,4364269.3617
z036068,4911449.0051
z036069,3457097.6746
z036070,4028911.7647
z036071,4364269.3617
z036072,4911449.0051
z036073,3928330.121
z036074,4500144.2111
z036075,4835501.8081
z036076,5382681.4515
z036077,3928330.121
z036078,4500144.2111
z036079,4835501.8081
z036080,5382681.4515
z036081,3599539.1229
z036082,4171353.213
z036083,4365474.1259
z036084,4912653.7693
z036085,3599539.1229
z036086,4171353.213
z036087,4365474.1259
z036088,4912653.7693
z036089,4070771.5693
z036090,4642585.6594
z036091,4836706.5723
z036092,5383886.2157
z036093,4070771.5693
z036094,4642585.6594
z036095,4836706.5723
z036096,5383886.2157
z036097,2875254.3147
z036098,3998387.2821
z036099,3917089.6361
z036100,4909677.7859
z036101,2875254.3147
z036102,3998387.2821
z036103,3917089.6361
z036104,4909677.7859
z036105,3346486.7611
z036106,4469619.7285
z036107,4388322.0825
z036108,5380910.2323
z036109,3346486.7611
z036110,4469619.7285
z036111,4388322.0825
z036112,5380910.2323
z036113,3037840.8432
z036114,4159361.23
z036115,3918294.4003
z036116,4910882.5501
z036117,3037840.8432
z036118,4159361.23
z036119,3918294.4003
z036120,4910882.5501
z036121,3509073.2895
z036122,4630593.6763
z036123,4389526.8467
z036124,5382114.9965
z036125,3509073.2895
z036126,4630593.6763
z036127,4389526.8467
z036128,5382114.9965
z036129,2875254.3147
z036130,3998387.2821
z036131,3917089.6361
z036132,4909677.7859
z036133,2875254.3147
z036134,3998387.2821
z036135,3917089.6361
z036136,4909677.7859
z036137,3346486.7611
z036138,4469619.7285
z036139,4388322.0825
z036140,5380910.2323
z036141,3346486.7611
z036142,4469619.7285
z036143,4388322.0825
z036144,5380910.2323
z036145,3037840.8432
z036146,4159361.23
z036147,3918294.4003
z036148,4910882.5501
z036149,3037840.8432
z036150,4159361.23
z036151,3918294.4003
z036152,4910882.5501
z036153,3509073.2895
z036154,4630593.6763
z036155,4389526.8467
z036156,5382114.9965
z036157,3509073.2895
z036158,4630593.6763
z036159,4389526.8467
z036160,5382114.9965
z036161,2875254.3147
z036162,3998387.2821
z036163,3917089.6361
z036164,4909677.7859
z036165,2875254.3147
z036166,3998387.2821
z036167,3917089.6361
z036168,4909677.7859
z036169,3346486.7611
z036170,4469619.7285
z036171,4388322.0825
z036172,5380910.2323
z036173,3346486.7611
z036174,4469619.7285
z036175,4388322.0825
z036176,5380910.2323
z036177,3037840.8432
z036178,4159361.23
z036179,3918294.4003
z036180,4910882.5501
z036181,3037840.8432
z036182,4159361.23
z036183,3918294.4003
z036184,4910882.5501
z036185,3509073.2895
z036186,4630593.6763
z036187,4389526.8467
z036188,5382114.9965
z036189,3509073.2895
z036190,4630593.6763
z036191,4389526.8467
z036192,5382114.9965
z036193,2875254.3147
z036194,3998387.2821
z036195,3917089.6361
z036196,4909677.7859
z036197,2875254.3147
z036198,3998387.2821
z036199,3917089.6361
z036200,4909677.7859
z036201,3346486.7611
z036202,4469619.7285
z036203,4388322.0825
z036204,5380910.2323
z036205,3346486.7611
z036206,4469619.7285
z036207,4388322.0825
z036208,5380910.2323
z036209,3037840.8432
z036210,4159361.23
z036211,3918294.4003
z036212,4910882.5501
z036213,3037840.8432
z036214,4159361.23
z036215,3918294.4003
z036216,4910882.5501
z036217,3509073.2895
z036218,4630593.6763
z036219,4389526.8467
z036220,5382114.9965
z036221,3509073.2895
z036222,4630593.6763
z036223,4389526.8467
z036224,5382114.9965
z036225,3457097.6746
z036226,4028911.7647
z036227,4364269.3617
z036228,4911449.0051
z036229,3457097.6746
z036230,4028911.7647
z036231,4364269.3617
z036232,4911449.0051
z036233,3928330.121
z036234,4500144.2111
z036235,4835501.8081
z036236,5382681.4515
z036237,3928330.121
z036238,4500144.2111
z036239,4835501.8081
z036240,5382681.4515
z036241,3599539.1229
z036242,4171353.213
z036243,4365474.1259
z036244,4912653.7693
z036245,3599539.1229
z036246,4171353.213
z036247,4365474.1259
z036248,4912653.7693
z036249,4070771.5693
z036250,4642585.6594
z036251,4836706.5723
z036252,5383886.2157
z036253,4070771.5693
z036254,4642585.6594
z036255,4836706.5723
z036256,5383886.2157
z036257,3457097.6746
z036258,4028911.7647
z036259,4364269.3617
z036260,4911449.0051
z036261,3457097.6746
z036262,4028911.7647
z036263,4364269.3617
z036264,4911449.0051
z036265,3928330.121
z036266,4500144.2111
z036267,4835501.8081
z036268,5382681.4515
z036269,3928330.121
z036270,4500144.2111
z036271,4835501.8081
z036272,5382681.4515
z036273,3599539.1229
z036274,4171353.213
z036275,4365474.1259
z036276,4912653.7693
z036277,3599539.1229
z036278,4171353.213
z036279,4365474.1259
z036280,4912653.7693
z036281,4070771.5693
z036282,4642585.6594
z036283,4836706.5723
z036284,5383886.2157
z036285,4070771.5693
z036286,4642585.6594
z036287,4836706.5723
z036288,5383886.2157
z036289,3457097.6746
z036290,4028911.7647
z036291,4364269.3617
z036292,4911449.0051
z036293,3457097.6746
z036294,4028911.7647
z036295,4364269.3617
z036296,4911449.0051
z036297,3928330.121
z036298,4500144.2111
z036299,4835501.8081
z036300,5382681.4515
z036301,3928330.121
z036302,4500144.2111
z036303,4835501.8081
z036304,5382681.4515
z036305,3599539.1229
z036306,4171353.213
z036307,4365474.1259
z036308,4912653.7693
z036309,3599539.1229
z036310,4171353.213
z036311,4365474.1259
z036312,4912653.7693
z036313,4070771.5693
z036314,4642585.6594
z036315,4836706.5723
z036316,5383886.2157
z036317,4070771.5693
z036318,4642585.6594
z036319,4836706.5723
z036320,5383886.2157
z036321,3457097.6746
z036322,4028911.7647
z036323,4364269.3617
z036324,4911449.0051
z036325,3457097.6746
z036326,4028911.7647
z036327,4364269.3617
z036328,4911449.0051
z036329,3928330.121
z036330,4500144.2111
z036331,4835501.8081
z036332,5382681.4515
z036333,3928330.121
z036334,4500144.2111
z036335,4835501.8081
z036336,5382681.4515
z036337,3599539.1229
z036338,4171353.213
z036339,4365474.1259
z036340,4912653.7693
z036341,3599539.1229
z036342,4171353.213
z036343,4365474.1259
z036344,4912653.7693
z036345,4070771.5693
z036346,4642585.6594
z036347,4836706.5723
z036348,5383886.2157
z036349,4070771.5693
z036350,4642585.6594
z036351,4836706.5723
z036352,5383886.2157
z036353,2954576.0559
z036354,4077709.0233
z036355,3985486.5306
z036356,4978074.6804
z036357,2954576.0559
z036358,4077709.0233
z036359,3985486.5306
z036360,4978074.6804
z036361,3425808.5023
z036362,4548941.4697
z036363,4456718.977
z036364,5449307.1268
z036365,3425808.5023
z036366,4548941.4697
z036367,4456718.977
z036368,5449307.1268
z036369,3117162.5843
z036370,4238682.9711
z036371,3986691.2948
z036372,4979279.4446
z036373,3117162.5843
z036374,4238682.9711
z036375,3986691.2948
z036376,4979279.4446
z036377,3588395.0307
z036378,4709915.4175
z036379,4457923.7412
z036380,5450511.891
z036381,3588395.0307
z036382,4709915.4175
z036383,4457923.7412
z036384,5450511.891
z036385,2954576.0559
z036386,4077709.0233
z036387,3985486.5306
z036388,4978074.6804
z036389,2954576.0559
z036390,4077709.0233
z036391,3985486.5306
z036392,4978074.6804
z036393,3425808.5023
z036394,4548941.4697
z036395,4456718.977
z036396,5449307.1268
z036397,3425808.5023
z036398,4548941.4697
z036399,4456718.977
z036400,5449307.1268
z036401,3117162.5843
z036402,4238682.9711
z036403,3986691.2948
z036404,4979279.4446
z036405,3117162.5843
z036406,4238682.9711
z036407,3986691.2948
z036408,4979279.4446
z036409,3588395.0307
z036410,4709915.4175
z036411,4457923.7412
z036412,5450511.891
z036413,3588395.0307
z036414,4709915.4175
z036415,4457923.7412
z036416,5450511.891
z036417,2954576.0559
z036418,4077709.0233
z036419,3985486.5306
z036420,4978074.6804
z036421,2954576.0559
z036422,4077709.0233
z036423,3985486.5306
z036424,4978074.6804
z036425,3425808.5023
z036426,4548941.4697
z036427,4456718.977
z036428,5449307.1268
z036429,3425808.5023
z036430,4548941.4697
z036431,4456718.977
z036432,5449307.1268
z036433,3117162.5843
z036434,4238682.9711
z036435,3986691.2948
z036436,4979279.4446
z036437,3117162.5843
z036438,4238682.9711
z036439,3986691.2948
z036440,4979279.4446
z036441,3588395.0307
z036442,4709915.4175
z036443,4457923.7412
z036444,5450511.891
z036445,3588395.0307
z036446,4709915.4175
z036447,4457923.7412
z036448,5450511.891
z036449,2954576.0559
z036450,4077709.0233
z036451,3985486.5306
z036452,4978074.6804
z036453,2954576.0559
z036454,4077709.0233
z036455,3985486.5306
z036456,4978074.6804
z036457,3425808.5023
z036458,4548941.4697
z036459,4456718.977
z036460,5449307.1268
z036461,3425808.5023
z036462,4548941.4697
z036463,4456718.977
z036464,5449307.1268
z036465,3117162.5843
z036466,4238682.9711
z036467,3986691.2948
z036468,4979279.4446
z036469,3117162.5843
z036470,4238682.9711
z036471,3986691.2948
z036472,4979279.4446
z036473,3588395.0307
z036474,4709915.4175
z036475,4457923.7412
z036476,5450511.891
z036477,3588395.0307
z036478,4709915.4175
z036479,4457923.7412
z036480,5450511.891
z036481,3536419.4157
z036482,4108233.5058
z036483,4432666.2562
z036484,4979845.8996
z036485,3536419.4157
z036486,4108233.5058
z036487,4432666.2562
z036488,4979845.8996
z036489,4007651.8621
z036490,4579465.9522
z036491,4903898.7026
z036492,5451078.346
z036493,4007651.8621
z036494,4579465.9522
z036495,4903898.7026
z036496,5451078.346
z036497,3678860.8641
z036498,4250674.9542
z036499,4433871.0204
z036500,4981050.6638
z036501,3678860.8641
z036502,4250674.9542
z036503,4433871.0204
z036504,4981050.6638
z036505,4150093.3105
z036506,4721907.4006
z036507,4905103.4667
z036508,5452283.1102
z036509,4150093.3105
z036510,4721907.4006
z036511,4905103.4667
z036512,5452283.1102
z036513,3536419.4157
z036514,4108233.5058
z036515,4432666.2562
z036516,4979845.8996
z036517,3536419.4157
z036518,4108233.5058
z036519,4432666.2562
z036520,4979845.8996
z036521,4007651.8621
z036522,4579465.9522
z036523,4903898.7026
z036524,5451078.346
z036525,4007651.8621
z036526,4579465.9522
z036527,4903898.7026
z036528,5451078.346
z036529,3678860.8641
z036530,4250674.9542
z036531,4433871.0204
z036532,4981050.6638
z036533,3678860.8641
z036534,4250674.9542
z036535,4433871.0204
z036536,4981050.6638
z036537,4150093.3105
z036538,4721907.4006
z036539,4905103.4667
z036540,5452283.1102
z036541,4150093.3105
z036542,4721907.4006
z036543,4905103.4667
z036544,5452283.1102
z036545,3536419.4157
z036546,4108233.5058
z036547,4432666.2562
z036548,4979845.8996
z036549,3536419.4157
z036550,4108233.5058
z036551,4432666.2562
z036552,4979845.8996
z036553,4007651.8621
z036554,4579465.9522
z036555,4903898.7026
z036556,5451078.346
z036557,4007651.8621
z036558,4579465.9522
z036559,4903898.7026
z036560,5451078.346
z036561,3678860.8641
z036562,4250674.9542
z036563,4433871.0204
z036564,4981050.6638
z036565,3678860.8641
z036566,4250674.9542
z036567,4433871.0204
z036568,4981050.6638
z036569,4150093.3105
z036570,4721907.4006
z036571,4905103.4667
z036572,5452283.1102
z036573,4150093.3105
z036574,4721907.4006
z036575,4905103.4667
z036576,5452283.1102
z036577,3536419.4157
z036578,4108233.5058
z036579,4432666.2562
z036580,4979845.8996
z036581,3536419.4157
z036582,4108233.5058
z036583,4432666.2562
z036584,4979845.8996
z036585,4007651.8621
z036586,4579465.9522
z036587,4903898.7026
z036588,5451078.346
z036589,4007651.8621
z036590,4579465.9522
z036591,4903898.7026
z036592,5451078.346
z036593,3678860.8641
z036594,4250674.9542
z036595,4433871.0204
z036596,4981050.6638
z036597,3678860.8641
z036598,4250674.9542
z036599,4433871.0204
z036600,4981050.6638
z036601,4150093.3105
z036602,4721907.4006
z036603,4905103.4667
z036604,5452283.1102
z036605,4150093.3105
z036606,4721907.4006
z036607,4905103.4667
z036608,5452283.1102
z036609,2954576.0559
z036610,4077709.0233
z036611,3985486.5306
z036612,4978074.6804
z036613,2954576.0559
z036614,4077709.0233
z036615,3985486.5306
z036616,4978074.6804
z036617,3425808.5023
z036618,4548941.4697
z036619,4456718.977
z036620,5449307.1268
z036621,3425808.5023
z036622,4548941.4697
z036623,4456718.977
z036624,5449307.1268
z036625,3117162.5843
z036626,4238682.9711
z036627,3986691.2948
z036628,4979279.4446
z036629,3117162.5843
z036630,4238682.9711
z036631,3986691.2948
z036632,4979279.4446
z036633,3588395.0307
z036634,4709915.4175
z036635,4457923.7412
z036636,5450511.891
z036637,3588395.0307
z036638,4709915.4175
z036639,4457923.7412
z036640,5450511.891
z036641,2954576.0559
z036642,4077709.0233
z036643,3985486.5306
z036644,4978074.6804
z036645,2954576.0559
z036646,4077709.0233
z036647,3985486.5306
z036648,4978074.6804
z036649,3425808.5023
z036650,4548941.4697
z036651,4456718.977
z036652,5449307.1268
z036653,3425808.5023
z036654,4548941.4697
z036655,4456718.977
z036656,5449307.1268
z036657,3117162.5843
z036658,4238682.9711
z036659,3986691.2948
z036660,4979279.4446
z036661,3117162.5843
z036662,4238682.9711
z036663,3986691.2948
z036664,4979279.4446
z036665,3588395.0307
z036666,4709915.4175
z036667,4457923.7412
z036668,5450511.891
z036669,3588395.0307
z036670,4709915.4175
z036671,4457923.7412
z036672,5450511.891
z036673,2954576.0559
z036674,4077709.0233
z036675,3985486.5306
z036676,4978074.6804
z036677,2954576.0559
z036678,4077709.0233
z036679,3985486.5306
z036680,4978074.6804
z036681,3425808.5023
z036682,4548941.4697
z036683,4456718.977
z036684,5449307.1268
z036685,3425808.5023
z036686,4548941.4697
z036687,4456718.977
z036688,5449307.1268
z036689,3117162.5843
z036690,4238682.9711
z036691,3986691.2948
z036692,4979279.4446
z036693,3117162.5843
z036694,4238682.9711
z036695,3986691.2948
z036696,4979279.4446
z036697,3588395.0307
z036698,4709915.4175
z036699,4457923.7412
z036700,5450511.891
z036701,3588395.0307
z036702,4709915.4175
z036703,4457923.7412
z036704,5450511.891
z036705,2954576.0559
z036706,4077709.0233
z036707,3985486.5306
z036708,4978074.6804
z036709,2954576.0559
z036710,4077709.0233
z036711,3985486.5306
z036712,4978074.6804
z036713,3425808.5023
z036714,4548941.4697
z036715,4456718.977
z036716,5449307.1268
z036717,3425808.5023
z036718,4548941.4697
z036719,4456718.977
z036720,5449307.1268
z036721,3117162.5843
z036722,4238682.9711
z036723,3986691.2948
z036724,4979279.4446
z036725,3117162.5843
z036726,4238682.9711
z036727,3986691.2948
z036728,4979279.4446
z036729,3588395.0307
z036730,4709915.4175
z036731,4457923.7412
z036732,5450511.891
z036733,3588395.0307
z036734,4709915.4175
z036735,4457923.7412
z036736,5450511.891
z036737,3536419.4157
z036738,4108233.5058
z036739,4432666.2562
z036740,4979845.8996
z036741,3536419.4157
z036742,4108233.5058
z036743,4432666.2562
z036744,4979845.8996
z036745,4007651.8621
z036746,4579465.9522
z036747,4903898.7026
z036748,5451078.346
z036749,4007651.8621
z036750,4579465.9522
z036751,4903898.7026
z036752,5451078.346
z036753,3678860.8641
z036754,4250674.9542
z036755,4433871.0204
z036756,4981050.6638
z036757,3678860.8641
z036758,4250674.9542
z036759,4433871.0204
z036760,4981050.6638
z036761,4150093.3105
z036762,4721907.4006
z036763,4905103.4667
z036764,5452283.1102
z036765,4150093.3105
z036766,4721907.4006
z036767,4905103.4667
z036768,5452283.1102
z036769,3536419.4157
z036770,4108233.5058
z036771,4432666.2562
z036772,4979845.8996
z036773,3536419.4157
z036774,4108233.5058
